Date;Indicator;Values
2013-05-01;Germany..Consumer.confidence.index;100.7
2013-05-01;Global..Business.confidence.index;99.7
2013-05-01;Global..Consumer.confidence.index;99.4
2013-06-01;Europe..Business.confidence.index;99.1
2013-06-01;Europe..Consumer.confidence.index;97.4
2013-06-01;Germany..Business.confidence.index;100.1
2013-06-01;Germany..Composite.leading.indicator;100.0
2013-06-01;Germany..Consumer.confidence.index;100.7
2013-06-01;Global..Business.confidence.index;99.8
2013-06-01;Global..Consumer.confidence.index;99.5
2013-07-01;Europe..Business.confidence.index;99.3
2013-07-01;Europe..Consumer.confidence.index;97.7
2013-07-01;Germany..Business.confidence.index;100.3
2013-07-01;Germany..Composite.leading.indicator;100.1
2013-07-01;Germany..Consumer.confidence.index;100.8
2013-07-01;Global..Business.confidence.index;100.0
2013-07-01;Global..Consumer.confidence.index;99.6
2013-08-01;Europe..Business.confidence.index;99.6
2013-08-01;Europe..Consumer.confidence.index;98.2
2013-08-01;Germany..Business.confidence.index;100.5
2013-08-01;Germany..Composite.leading.indicator;100.3
2013-08-01;Germany..Consumer.confidence.index;100.8
2013-08-01;Global..Business.confidence.index;100.2
2013-08-01;Global..Consumer.confidence.index;99.6
2013-09-01;Europe..Business.confidence.index;99.9
2013-09-01;Europe..Consumer.confidence.index;98.5
2013-09-01;Germany..Business.confidence.index;100.7
2013-09-01;Germany..Composite.leading.indicator;100.5
2013-09-01;Germany..Consumer.confidence.index;100.9
2013-09-01;Global..Business.confidence.index;100.4
2013-09-01;Global..Consumer.confidence.index;99.6
2013-10-01;Europe..Business.confidence.index;100.1
2013-10-01;Europe..Consumer.confidence.index;98.7
2013-10-01;Germany..Business.confidence.index;100.9
2013-10-01;Germany..Composite.leading.indicator;100.7
2013-10-01;Germany..Consumer.confidence.index;101.1
2013-10-01;Global..Business.confidence.index;100.4
2013-10-01;Global..Consumer.confidence.index;99.5
2013-11-01;Europe..Business.confidence.index;100.2
2013-11-01;Europe..Consumer.confidence.index;98.9
2013-11-01;Germany..Business.confidence.index;100.9
2013-11-01;Germany..Composite.leading.indicator;100.8
2013-11-01;Germany..Consumer.confidence.index;101.2
2013-11-01;Global..Business.confidence.index;100.4
2013-11-01;Global..Consumer.confidence.index;99.5
2013-12-01;Europe..Business.confidence.index;100.3
2013-12-01;Europe..Consumer.confidence.index;99.1
2013-12-01;Germany..Business.confidence.index;100.9
2013-12-01;Germany..Composite.leading.indicator;100.8
2013-12-01;Germany..Consumer.confidence.index;101.4
2013-12-01;Global..Business.confidence.index;100.4
2013-12-01;Global..Consumer.confidence.index;99.6
2014-01-01;Europe..Business.confidence.index;100.4
2014-01-01;Europe..Consumer.confidence.index;99.3
2014-01-01;Germany..Business.confidence.index;100.9
2014-01-01;Germany..Composite.leading.indicator;100.9
2014-01-01;Germany..Consumer.confidence.index;101.5
2014-01-01;Global..Business.confidence.index;100.4
2014-01-01;Global..Consumer.confidence.index;99.7
2014-02-01;Europe..Business.confidence.index;100.4
2014-02-01;Europe..Consumer.confidence.index;99.4
2014-02-01;Germany..Business.confidence.index;101.0
2014-02-01;Germany..Composite.leading.indicator;100.8
2014-02-01;Germany..Consumer.confidence.index;101.6
2014-02-01;Global..Business.confidence.index;100.4
2014-02-01;Global..Consumer.confidence.index;99.7
2014-03-01;Europe..Business.confidence.index;100.4
2014-03-01;Europe..Consumer.confidence.index;99.6
2014-03-01;Germany..Business.confidence.index;101.0
2014-03-01;Germany..Composite.leading.indicator;100.7
2014-03-01;Germany..Consumer.confidence.index;101.6
2014-03-01;Global..Business.confidence.index;100.5
2014-03-01;Global..Consumer.confidence.index;99.8
2014-04-01;Europe..Business.confidence.index;100.4
2014-04-01;Europe..Consumer.confidence.index;99.8
2014-04-01;Germany..Business.confidence.index;100.9
2014-04-01;Germany..Composite.leading.indicator;100.6
2014-04-01;Germany..Consumer.confidence.index;101.6
2014-04-01;Global..Business.confidence.index;100.5
2014-04-01;Global..Consumer.confidence.index;99.9
2014-05-01;Europe..Business.confidence.index;100.3
2014-05-01;Europe..Consumer.confidence.index;99.8
2014-05-01;Germany..Business.confidence.index;100.9
2014-05-01;Germany..Composite.leading.indicator;100.4
2014-05-01;Germany..Consumer.confidence.index;101.6
2014-05-01;Global..Business.confidence.index;100.5
2014-05-01;Global..Consumer.confidence.index;100.0
2014-06-01;Europe..Business.confidence.index;100.2
2014-06-01;Europe..Consumer.confidence.index;99.9
2014-06-01;Germany..Business.confidence.index;100.8
2014-06-01;Germany..Composite.leading.indicator;100.2
2014-06-01;Germany..Consumer.confidence.index;101.6
2014-06-01;Global..Business.confidence.index;100.5
2014-06-01;Global..Consumer.confidence.index;100.0
2014-07-01;Europe..Business.confidence.index;100.1
2014-07-01;Europe..Consumer.confidence.index;99.8
2014-07-01;Germany..Business.confidence.index;100.7
2014-07-01;Germany..Composite.leading.indicator;100.0
2014-07-01;Germany..Consumer.confidence.index;101.5
2014-07-01;Global..Business.confidence.index;100.5
2014-07-01;Global..Consumer.confidence.index;99.9
2014-08-01;Europe..Business.confidence.index;100.1
2014-08-01;Europe..Consumer.confidence.index;99.6
2014-08-01;Germany..Business.confidence.index;100.5
2014-08-01;Germany..Composite.leading.indicator;99.8
2014-08-01;Germany..Consumer.confidence.index;101.3
2014-08-01;Global..Business.confidence.index;100.5
2014-08-01;Global..Consumer.confidence.index;99.9
2014-09-01;Europe..Business.confidence.index;100.0
2014-09-01;Europe..Consumer.confidence.index;99.5
2014-09-01;Germany..Business.confidence.index;100.3
2014-09-01;Germany..Composite.leading.indicator;99.7
2014-09-01;Germany..Consumer.confidence.index;101.1
2014-09-01;Global..Business.confidence.index;100.5
2014-09-01;Global..Consumer.confidence.index;99.9
2014-10-01;Europe..Business.confidence.index;100.0
2014-10-01;Europe..Consumer.confidence.index;99.5
2014-10-01;Germany..Business.confidence.index;100.2
2014-10-01;Germany..Composite.leading.indicator;99.6
2014-10-01;Germany..Consumer.confidence.index;101.1
2014-10-01;Global..Business.confidence.index;100.5
2014-10-01;Global..Consumer.confidence.index;100.0
2014-11-01;Europe..Business.confidence.index;100.1
2014-11-01;Europe..Consumer.confidence.index;99.7
2014-11-01;Germany..Business.confidence.index;100.2
2014-11-01;Germany..Composite.leading.indicator;99.6
2014-11-01;Germany..Consumer.confidence.index;101.1
2014-11-01;Global..Business.confidence.index;100.4
2014-11-01;Global..Consumer.confidence.index;100.1
2014-12-01;Europe..Business.confidence.index;100.1
2014-12-01;Europe..Consumer.confidence.index;99.9
2014-12-01;Germany..Business.confidence.index;100.3
2014-12-01;Germany..Composite.leading.indicator;99.6
2014-12-01;Germany..Consumer.confidence.index;101.3
2014-12-01;Global..Business.confidence.index;100.3
2014-12-01;Global..Consumer.confidence.index;100.3
2015-01-01;Europe..Business.confidence.index;100.2
2015-01-01;Europe..Consumer.confidence.index;100.4
2015-01-01;Germany..Business.confidence.index;100.5
2015-01-01;Germany..Composite.leading.indicator;99.7
2015-01-01;Germany..Consumer.confidence.index;101.5
2015-01-01;Global..Business.confidence.index;100.3
2015-01-01;Global..Consumer.confidence.index;100.5
2015-02-01;Europe..Business.confidence.index;100.4
2015-02-01;Europe..Consumer.confidence.index;100.9
2015-02-01;Germany..Business.confidence.index;100.6
2015-02-01;Germany..Composite.leading.indicator;99.8
2015-02-01;Germany..Consumer.confidence.index;101.6
2015-02-01;Global..Business.confidence.index;100.2
2015-02-01;Global..Consumer.confidence.index;100.6
2015-03-01;Europe..Business.confidence.index;100.5
2015-03-01;Europe..Consumer.confidence.index;101.2
2015-03-01;Germany..Business.confidence.index;100.8
2015-03-01;Germany..Composite.leading.indicator;99.9
2015-03-01;Germany..Consumer.confidence.index;101.8
2015-03-01;Global..Business.confidence.index;100.2
2015-03-01;Global..Consumer.confidence.index;100.7
2015-04-01;Europe..Business.confidence.index;100.6
2015-04-01;Europe..Consumer.confidence.index;101.2
2015-04-01;Germany..Business.confidence.index;100.8
2015-04-01;Germany..Composite.leading.indicator;100.0
2015-04-01;Germany..Consumer.confidence.index;101.8
2015-04-01;Global..Business.confidence.index;100.2
2015-04-01;Global..Consumer.confidence.index;100.7
2015-05-01;Europe..Business.confidence.index;100.6
2015-05-01;Europe..Consumer.confidence.index;101.1
2015-05-01;Germany..Business.confidence.index;100.8
2015-05-01;Germany..Composite.leading.indicator;100.0
2015-05-01;Germany..Consumer.confidence.index;101.8
2015-05-01;Global..Business.confidence.index;100.2
2015-05-01;Global..Consumer.confidence.index;100.6
2015-06-01;Europe..Business.confidence.index;100.6
2015-06-01;Europe..Consumer.confidence.index;100.8
2015-06-01;Germany..Business.confidence.index;100.8
2015-06-01;Germany..Composite.leading.indicator;100.0
2015-06-01;Germany..Consumer.confidence.index;101.7
2015-06-01;Global..Business.confidence.index;100.1
2015-06-01;Global..Consumer.confidence.index;100.6
2015-07-01;Europe..Business.confidence.index;100.6
2015-07-01;Europe..Consumer.confidence.index;100.7
2015-07-01;Germany..Business.confidence.index;100.7
2015-07-01;Germany..Composite.leading.indicator;100.0
2015-07-01;Germany..Consumer.confidence.index;101.5
2015-07-01;Global..Business.confidence.index;100.0
2015-07-01;Global..Consumer.confidence.index;100.5
2015-08-01;Europe..Business.confidence.index;100.6
2015-08-01;Europe..Consumer.confidence.index;100.8
2015-08-01;Germany..Business.confidence.index;100.6
2015-08-01;Germany..Composite.leading.indicator;99.9
2015-08-01;Germany..Consumer.confidence.index;101.3
2015-08-01;Global..Business.confidence.index;99.9
2015-08-01;Global..Consumer.confidence.index;100.4
2015-09-01;Europe..Business.confidence.index;100.6
2015-09-01;Europe..Consumer.confidence.index;100.9
2015-09-01;Germany..Business.confidence.index;100.6
2015-09-01;Germany..Composite.leading.indicator;99.9
2015-09-01;Germany..Consumer.confidence.index;101.1
2015-09-01;Global..Business.confidence.index;99.8
2015-09-01;Global..Consumer.confidence.index;100.3
2015-10-01;Europe..Business.confidence.index;100.6
2015-10-01;Europe..Consumer.confidence.index;101.1
2015-10-01;Germany..Business.confidence.index;100.5
2015-10-01;Germany..Composite.leading.indicator;99.8
2015-10-01;Germany..Consumer.confidence.index;100.9
2015-10-01;Global..Business.confidence.index;99.8
2015-10-01;Global..Consumer.confidence.index;100.4
2015-11-01;Europe..Business.confidence.index;100.6
2015-11-01;Europe..Consumer.confidence.index;101.3
2015-11-01;Germany..Business.confidence.index;100.5
2015-11-01;Germany..Composite.leading.indicator;99.7
2015-11-01;Germany..Consumer.confidence.index;100.9
2015-11-01;Global..Business.confidence.index;99.8
2015-11-01;Global..Consumer.confidence.index;100.6
2015-12-01;Europe..Business.confidence.index;100.6
2015-12-01;Europe..Consumer.confidence.index;101.4
2015-12-01;Germany..Business.confidence.index;100.5
2015-12-01;Germany..Composite.leading.indicator;99.6
2015-12-01;Germany..Consumer.confidence.index;101.0
2015-12-01;Global..Business.confidence.index;99.8
2015-12-01;Global..Consumer.confidence.index;100.6
2016-01-01;Europe..Business.confidence.index;100.6
2016-01-01;Europe..Consumer.confidence.index;101.3
2016-01-01;Germany..Business.confidence.index;100.4
2016-01-01;Germany..Composite.leading.indicator;99.5
2016-01-01;Germany..Consumer.confidence.index;101.1
2016-01-01;Global..Business.confidence.index;99.8
2016-01-01;Global..Consumer.confidence.index;100.6
2016-02-01;Europe..Business.confidence.index;100.6
2016-02-01;Europe..Consumer.confidence.index;101.1
2016-02-01;Germany..Business.confidence.index;100.4
2016-02-01;Germany..Composite.leading.indicator;99.5
2016-02-01;Germany..Consumer.confidence.index;101.1
2016-02-01;Global..Business.confidence.index;99.9
2016-02-01;Global..Consumer.confidence.index;100.4
2016-03-01;Europe..Business.confidence.index;100.6
2016-03-01;Europe..Consumer.confidence.index;100.9
2016-03-01;Germany..Business.confidence.index;100.4
2016-03-01;Germany..Composite.leading.indicator;99.5
2016-03-01;Germany..Consumer.confidence.index;101.1
2016-03-01;Global..Business.confidence.index;99.9
2016-03-01;Global..Consumer.confidence.index;100.4
2016-04-01;Europe..Business.confidence.index;100.5
2016-04-01;Europe..Consumer.confidence.index;100.8
2016-04-01;Germany..Business.confidence.index;100.5
2016-04-01;Germany..Composite.leading.indicator;99.5
2016-04-01;Germany..Consumer.confidence.index;101.2
2016-04-01;Global..Business.confidence.index;100.0
2016-04-01;Global..Consumer.confidence.index;100.4
2016-05-01;Europe..Business.confidence.index;100.5
2016-05-01;Europe..Consumer.confidence.index;100.8
2016-05-01;Germany..Business.confidence.index;100.6
2016-05-01;Germany..Composite.leading.indicator;99.5
2016-05-01;Germany..Consumer.confidence.index;101.3
2016-05-01;Global..Business.confidence.index;100.1
2016-05-01;Global..Consumer.confidence.index;100.4
2016-06-01;Europe..Business.confidence.index;100.5
2016-06-01;Europe..Consumer.confidence.index;100.8
2016-06-01;Germany..Business.confidence.index;100.7
2016-06-01;Germany..Composite.leading.indicator;99.5
2016-06-01;Germany..Consumer.confidence.index;101.4
2016-06-01;Global..Business.confidence.index;100.1
2016-06-01;Global..Consumer.confidence.index;100.4
2016-07-01;Europe..Business.confidence.index;100.5
2016-07-01;Europe..Consumer.confidence.index;100.8
2016-07-01;Germany..Business.confidence.index;100.7
2016-07-01;Germany..Composite.leading.indicator;99.5
2016-07-01;Germany..Consumer.confidence.index;101.4
2016-07-01;Global..Business.confidence.index;100.1
2016-07-01;Global..Consumer.confidence.index;100.4
2016-08-01;Europe..Business.confidence.index;100.6
2016-08-01;Europe..Consumer.confidence.index;100.8
2016-08-01;Germany..Business.confidence.index;100.7
2016-08-01;Germany..Composite.leading.indicator;99.6
2016-08-01;Germany..Consumer.confidence.index;101.3
2016-08-01;Global..Business.confidence.index;100.0
2016-08-01;Global..Consumer.confidence.index;100.3
2016-09-01;Europe..Business.confidence.index;100.7
2016-09-01;Europe..Consumer.confidence.index;101.0
2016-09-01;Germany..Business.confidence.index;100.7
2016-09-01;Germany..Composite.leading.indicator;99.7
2016-09-01;Germany..Consumer.confidence.index;101.3
2016-09-01;Global..Business.confidence.index;100.1
2016-09-01;Global..Consumer.confidence.index;100.4
2016-10-01;Europe..Business.confidence.index;100.9
2016-10-01;Europe..Consumer.confidence.index;101.2
2016-10-01;Germany..Business.confidence.index;100.8
2016-10-01;Germany..Composite.leading.indicator;99.8
2016-10-01;Germany..Consumer.confidence.index;101.3
2016-10-01;Global..Business.confidence.index;100.2
2016-10-01;Global..Consumer.confidence.index;100.4
2016-11-01;Europe..Business.confidence.index;101.0
2016-11-01;Europe..Consumer.confidence.index;101.4
2016-11-01;Germany..Business.confidence.index;100.9
2016-11-01;Germany..Composite.leading.indicator;99.9
2016-11-01;Germany..Consumer.confidence.index;101.4
2016-11-01;Global..Business.confidence.index;100.4
2016-11-01;Global..Consumer.confidence.index;100.5
2016-12-01;Europe..Business.confidence.index;101.2
2016-12-01;Europe..Consumer.confidence.index;101.5
2016-12-01;Germany..Business.confidence.index;101.1
2016-12-01;Germany..Composite.leading.indicator;100.1
2016-12-01;Germany..Consumer.confidence.index;101.4
2016-12-01;Global..Business.confidence.index;100.5
2016-12-01;Global..Consumer.confidence.index;100.5
2017-01-01;Europe..Business.confidence.index;101.4
2017-01-01;Europe..Consumer.confidence.index;101.5
2017-01-01;Germany..Business.confidence.index;101.2
2017-01-01;Germany..Composite.leading.indicator;100.2
2017-01-01;Germany..Consumer.confidence.index;101.4
2017-01-01;Global..Business.confidence.index;100.6
2017-01-01;Global..Consumer.confidence.index;100.5
2017-02-01;Europe..Business.confidence.index;101.5
2017-02-01;Europe..Consumer.confidence.index;101.5
2017-02-01;Germany..Business.confidence.index;101.3
2017-02-01;Germany..Composite.leading.indicator;100.4
2017-02-01;Germany..Consumer.confidence.index;101.4
2017-02-01;Global..Business.confidence.index;100.8
2017-02-01;Global..Consumer.confidence.index;100.5
2017-03-01;Europe..Business.confidence.index;101.6
2017-03-01;Europe..Consumer.confidence.index;101.5
2017-03-01;Germany..Business.confidence.index;101.5
2017-03-01;Germany..Composite.leading.indicator;100.6
2017-03-01;Germany..Consumer.confidence.index;101.5
2017-03-01;Global..Business.confidence.index;100.8
2017-03-01;Global..Consumer.confidence.index;100.7
2017-04-01;Europe..Business.confidence.index;101.8
2017-04-01;Europe..Consumer.confidence.index;101.6
2017-04-01;Germany..Business.confidence.index;101.7
2017-04-01;Germany..Composite.leading.indicator;100.8
2017-04-01;Germany..Consumer.confidence.index;101.6
2017-04-01;Global..Business.confidence.index;100.8
2017-04-01;Global..Consumer.confidence.index;100.8
2017-05-01;Europe..Business.confidence.index;101.9
2017-05-01;Europe..Consumer.confidence.index;101.7
2017-05-01;Germany..Business.confidence.index;101.9
2017-05-01;Germany..Composite.leading.indicator;100.9
2017-05-01;Germany..Consumer.confidence.index;101.8
2017-05-01;Global..Business.confidence.index;100.9
2017-05-01;Global..Consumer.confidence.index;100.8
2017-06-01;Europe..Business.confidence.index;102.0
2017-06-01;Europe..Consumer.confidence.index;101.8
2017-06-01;Germany..Business.confidence.index;102.0
2017-06-01;Germany..Composite.leading.indicator;101.1
2017-06-01;Germany..Consumer.confidence.index;101.9
2017-06-01;Global..Business.confidence.index;101.0
2017-06-01;Global..Consumer.confidence.index;100.9
2017-07-01;Europe..Business.confidence.index;102.2
2017-07-01;Europe..Consumer.confidence.index;102.0
2017-07-01;Germany..Business.confidence.index;102.1
2017-07-01;Germany..Composite.leading.indicator;101.2
2017-07-01;Germany..Consumer.confidence.index;101.9
2017-07-01;Global..Business.confidence.index;101.2
2017-07-01;Global..Consumer.confidence.index;100.9
2017-08-01;Europe..Business.confidence.index;102.3
2017-08-01;Europe..Consumer.confidence.index;102.2
2017-08-01;Germany..Business.confidence.index;102.2
2017-08-01;Germany..Composite.leading.indicator;101.3
2017-08-01;Germany..Consumer.confidence.index;101.9
2017-08-01;Global..Business.confidence.index;101.3
2017-08-01;Global..Consumer.confidence.index;101.0
2017-09-01;Europe..Business.confidence.index;102.5
2017-09-01;Europe..Consumer.confidence.index;102.3
2017-09-01;Germany..Business.confidence.index;102.3
2017-09-01;Germany..Composite.leading.indicator;101.4
2017-09-01;Germany..Consumer.confidence.index;101.8
2017-09-01;Global..Business.confidence.index;101.4
2017-09-01;Global..Consumer.confidence.index;101.0
2017-10-01;Europe..Business.confidence.index;102.7
2017-10-01;Europe..Consumer.confidence.index;102.5
2017-10-01;Germany..Business.confidence.index;102.4
2017-10-01;Germany..Composite.leading.indicator;101.5
2017-10-01;Germany..Consumer.confidence.index;101.9
2017-10-01;Global..Business.confidence.index;101.5
2017-10-01;Global..Consumer.confidence.index;101.1
2017-11-01;Europe..Business.confidence.index;102.8
2017-11-01;Europe..Consumer.confidence.index;102.7
2017-11-01;Germany..Business.confidence.index;102.5
2017-11-01;Germany..Composite.leading.indicator;101.5
2017-11-01;Germany..Consumer.confidence.index;101.9
2017-11-01;Global..Business.confidence.index;101.5
2017-11-01;Global..Consumer.confidence.index;101.1
2017-12-01;Europe..Business.confidence.index;102.8
2017-12-01;Europe..Consumer.confidence.index;102.7
2017-12-01;Germany..Business.confidence.index;102.5
2017-12-01;Germany..Composite.leading.indicator;101.5
2017-12-01;Germany..Consumer.confidence.index;102.0
2017-12-01;Global..Business.confidence.index;101.5
2017-12-01;Global..Consumer.confidence.index;101.1
2018-01-01;Europe..Business.confidence.index;102.8
2018-01-01;Europe..Consumer.confidence.index;102.7
2018-01-01;Germany..Business.confidence.index;102.5
2018-01-01;Germany..Composite.leading.indicator;101.5
2018-01-01;Germany..Consumer.confidence.index;102.0
2018-01-01;Global..Business.confidence.index;101.5
2018-01-01;Global..Consumer.confidence.index;101.1
2018-02-01;Europe..Business.confidence.index;102.7
2018-02-01;Europe..Consumer.confidence.index;102.5
2018-02-01;Germany..Business.confidence.index;102.4
2018-02-01;Germany..Composite.leading.indicator;101.4
2018-02-01;Germany..Consumer.confidence.index;102.0
2018-02-01;Global..Business.confidence.index;101.5
2018-02-01;Global..Consumer.confidence.index;101.1
2018-03-01;Europe..Business.confidence.index;102.5
2018-03-01;Europe..Consumer.confidence.index;102.3
2018-03-01;Germany..Business.confidence.index;102.3
2018-03-01;Germany..Composite.leading.indicator;101.3
2018-03-01;Germany..Consumer.confidence.index;102.0
2018-03-01;Global..Business.confidence.index;101.4
2018-03-01;Global..Consumer.confidence.index;101.2
2018-04-01;Europe..Business.confidence.index;102.5
2018-04-01;Europe..Consumer.confidence.index;102.1
2018-04-01;Germany..Business.confidence.index;102.3
2018-04-01;Germany..Composite.leading.indicator;101.2
2018-04-01;Germany..Consumer.confidence.index;101.9
2018-04-01;Global..Business.confidence.index;101.4
2018-04-01;Global..Consumer.confidence.index;101.1
2018-05-01;Europe..Business.confidence.index;102.4
2018-05-01;Europe..Consumer.confidence.index;102.0
2018-05-01;Germany..Business.confidence.index;102.2
2018-05-01;Germany..Composite.leading.indicator;101.1
2018-05-01;Germany..Consumer.confidence.index;101.8
2018-05-01;Global..Business.confidence.index;101.4
2018-05-01;Global..Consumer.confidence.index;101.1
2018-06-01;Europe..Business.confidence.index;102.3
2018-06-01;Europe..Consumer.confidence.index;101.9
2018-06-01;Germany..Business.confidence.index;102.2
2018-06-01;Germany..Composite.leading.indicator;101.0
2018-06-01;Germany..Consumer.confidence.index;101.7
2018-06-01;Global..Business.confidence.index;101.4
2018-06-01;Global..Consumer.confidence.index;101.2
2018-07-01;Europe..Business.confidence.index;102.2
2018-07-01;Europe..Consumer.confidence.index;101.9
2018-07-01;Germany..Business.confidence.index;102.1
2018-07-01;Germany..Composite.leading.indicator;100.9
2018-07-01;Germany..Consumer.confidence.index;101.6
2018-07-01;Global..Business.confidence.index;101.3
2018-07-01;Global..Consumer.confidence.index;101.2
2018-08-01;Europe..Business.confidence.index;102.1
2018-08-01;Europe..Consumer.confidence.index;101.8
2018-08-01;Germany..Business.confidence.index;102.0
2018-08-01;Germany..Composite.leading.indicator;100.8
2018-08-01;Germany..Consumer.confidence.index;101.6
2018-08-01;Global..Business.confidence.index;101.3
2018-08-01;Global..Consumer.confidence.index;101.1
2018-09-01;Europe..Business.confidence.index;102.0
2018-09-01;Europe..Consumer.confidence.index;101.8
2018-09-01;Germany..Business.confidence.index;101.9
2018-09-01;Germany..Composite.leading.indicator;100.7
2018-09-01;Germany..Consumer.confidence.index;101.6
2018-09-01;Global..Business.confidence.index;101.1
2018-09-01;Global..Consumer.confidence.index;101.1
2018-10-01;Europe..Business.confidence.index;101.9
2018-10-01;Europe..Consumer.confidence.index;101.8
2018-10-01;Germany..Business.confidence.index;101.7
2018-10-01;Germany..Composite.leading.indicator;100.5
2018-10-01;Germany..Consumer.confidence.index;101.6
2018-10-01;Global..Business.confidence.index;101.0
2018-10-01;Global..Consumer.confidence.index;101.0
2018-11-01;Europe..Business.confidence.index;101.8
2018-11-01;Europe..Consumer.confidence.index;101.7
2018-11-01;Germany..Business.confidence.index;101.5
2018-11-01;Germany..Composite.leading.indicator;100.4
2018-11-01;Germany..Consumer.confidence.index;101.5
2018-11-01;Global..Business.confidence.index;100.9
2018-11-01;Global..Consumer.confidence.index;100.9
2018-12-01;Europe..Business.confidence.index;101.5
2018-12-01;Europe..Consumer.confidence.index;101.5
2018-12-01;Germany..Business.confidence.index;101.3
2018-12-01;Germany..Composite.leading.indicator;100.2
2018-12-01;Germany..Consumer.confidence.index;101.5
2018-12-01;Global..Business.confidence.index;100.7
2018-12-01;Global..Consumer.confidence.index;100.8
2019-01-01;Europe..Business.confidence.index;101.2
2019-01-01;Europe..Consumer.confidence.index;101.5
2019-01-01;Germany..Business.confidence.index;101.1
2019-01-01;Germany..Composite.leading.indicator;100.0
2019-01-01;Germany..Consumer.confidence.index;101.5
2019-01-01;Global..Business.confidence.index;100.6
2019-01-01;Global..Consumer.confidence.index;100.8
2019-02-01;Europe..Business.confidence.index;101.0
2019-02-01;Europe..Consumer.confidence.index;101.5
2019-02-01;Germany..Business.confidence.index;100.9
2019-02-01;Germany..Composite.leading.indicator;99.7
2019-02-01;Germany..Consumer.confidence.index;101.5
2019-02-01;Global..Business.confidence.index;100.5
2019-02-01;Global..Consumer.confidence.index;100.8
2019-03-01;Europe..Business.confidence.index;100.7
2019-03-01;Europe..Consumer.confidence.index;101.5
2019-03-01;Germany..Business.confidence.index;100.6
2019-03-01;Germany..Composite.leading.indicator;99.5
2019-03-01;Germany..Consumer.confidence.index;101.5
2019-03-01;Global..Business.confidence.index;100.4
2019-03-01;Global..Consumer.confidence.index;100.9
2019-04-01;Europe..Business.confidence.index;100.4
2019-04-01;Europe..Consumer.confidence.index;101.5
2019-04-01;Germany..Business.confidence.index;100.4
2019-04-01;Germany..Composite.leading.indicator;99.3
2019-04-01;Germany..Consumer.confidence.index;101.5
2019-04-01;Global..Business.confidence.index;100.3
2019-04-01;Global..Consumer.confidence.index;100.9
2019-05-01;Europe..Business.confidence.index;100.2
2019-05-01;Europe..Consumer.confidence.index;101.4
2019-05-01;Germany..Business.confidence.index;100.1
2019-05-01;Germany..Composite.leading.indicator;99.1
2019-05-01;Germany..Consumer.confidence.index;101.4
2019-05-01;Global..Business.confidence.index;100.1
2019-05-01;Global..Consumer.confidence.index;100.9
2019-06-01;Europe..Business.confidence.index;99.9
2019-06-01;Europe..Consumer.confidence.index;101.4
2019-06-01;Germany..Business.confidence.index;99.8
2019-06-01;Germany..Composite.leading.indicator;98.8
2019-06-01;Germany..Consumer.confidence.index;101.2
2019-06-01;Global..Business.confidence.index;99.9
2019-06-01;Global..Consumer.confidence.index;100.8
2019-07-01;Europe..Business.confidence.index;99.7
2019-07-01;Europe..Consumer.confidence.index;101.4
2019-07-01;Germany..Business.confidence.index;99.6
2019-07-01;Germany..Composite.leading.indicator;98.7
2019-07-01;Germany..Consumer.confidence.index;101.0
2019-07-01;Global..Business.confidence.index;99.7
2019-07-01;Global..Consumer.confidence.index;100.7
2019-08-01;Europe..Business.confidence.index;99.6
2019-08-01;Europe..Consumer.confidence.index;101.4
2019-08-01;Germany..Business.confidence.index;99.4
2019-08-01;Germany..Composite.leading.indicator;98.6
2019-08-01;Germany..Consumer.confidence.index;100.9
2019-08-01;Global..Business.confidence.index;99.6
2019-08-01;Global..Consumer.confidence.index;100.5
2019-09-01;Europe..Business.confidence.index;99.5
2019-09-01;Europe..Consumer.confidence.index;101.5
2019-09-01;Germany..Business.confidence.index;99.2
2019-09-01;Germany..Composite.leading.indicator;98.6
2019-09-01;Germany..Consumer.confidence.index;100.9
2019-09-01;Global..Business.confidence.index;99.5
2019-09-01;Global..Consumer.confidence.index;100.5
2019-10-01;Europe..Business.confidence.index;99.5
2019-10-01;Europe..Consumer.confidence.index;101.5
2019-10-01;Germany..Business.confidence.index;99.1
2019-10-01;Germany..Composite.leading.indicator;98.7
2019-10-01;Germany..Consumer.confidence.index;100.9
2019-10-01;Global..Business.confidence.index;99.5
2019-10-01;Global..Consumer.confidence.index;100.6
2019-11-01;Europe..Business.confidence.index;99.6
2019-11-01;Europe..Consumer.confidence.index;101.5
2019-11-01;Germany..Business.confidence.index;99.2
2019-11-01;Germany..Composite.leading.indicator;98.8
2019-11-01;Germany..Consumer.confidence.index;101.0
2019-11-01;Global..Business.confidence.index;99.5
2019-11-01;Global..Consumer.confidence.index;100.7
2019-12-01;Europe..Business.confidence.index;99.8
2019-12-01;Europe..Consumer.confidence.index;101.5
2019-12-01;Germany..Business.confidence.index;99.3
2019-12-01;Germany..Composite.leading.indicator;98.8
2019-12-01;Germany..Consumer.confidence.index;101.0
2019-12-01;Global..Business.confidence.index;99.6
2019-12-01;Global..Consumer.confidence.index;100.8
2020-01-01;Europe..Business.confidence.index;99.8
2020-01-01;Europe..Consumer.confidence.index;101.3
2020-01-01;Germany..Business.confidence.index;99.4
2020-01-01;Germany..Composite.leading.indicator;98.9
2020-01-01;Germany..Consumer.confidence.index;101.0
2020-01-01;Global..Business.confidence.index;99.5
