DATE;MATERIAL;CUSTOMER;REGION;DEMAND
01.06.2018;C048529686;customer2;North America;2019.0
01.06.2018;C048529686;customer4;Europe;723.0
01.07.2018;C048529686;customer2;North America;2380.0
01.07.2018;C048529686;customer1;Europe;296.0
01.08.2018;C048529686;customer2;North America;2041.0
01.08.2018;C048529686;customer4;Europe;815.0
01.09.2018;C048529686;customer2;North America;2748.0
01.10.2018;C048529686;customer2;North America;2988.0
01.11.2018;C048529686;customer2;North America;2289.0
01.11.2018;C048529686;customer3;North America;567.0
01.12.2018;C048529686;customer2;North America;2400.0
01.01.2019;C048529686;customer2;North America;2652.0
01.02.2019;C048529686;customer2;North America;2862.0
01.03.2019;C048529686;customer2;North America;2748.0
01.04.2019;C048529686;customer2;North America;3036.0
01.05.2019;C048529686;customer2;North America;2616.0
01.06.2019;C048529686;customer2;North America;2394.0
01.07.2019;C048529686;customer1;Europe;2700.0
01.08.2019;C048529686;customer2;North America;2424.0
01.09.2019;C048529686;customer2;North America;2616.0
01.10.2019;C048529686;customer2;North America;2676.0
01.11.2019;C048529686;customer2;North America;2574.0
01.12.2019;C048529686;customer2;North America;1782.0
01.12.2019;C048529686;customer1;Europe;204.0
01.01.2020;C048529686;customer2;North America;2556.0
01.02.2020;C048529686;customer3;North America;2694.0
01.03.2020;C048529686;customer2;North America;2544.0
01.04.2020;C048529686;customer2;North America;2868.0
01.05.2020;C048529686;customer2;North America;1874.0
01.05.2020;C048529686;customer4;Europe;724.0
01.06.2020;C048529686;customer2;North America;1929.0
01.06.2020;C048529686;customer4;Europe;711.0
01.07.2020;C048529686;customer2;North America;2248.0
01.07.2020;C048529686;customer3;North America;572.0
01.08.2020;C048529686;customer2;North America;2466.0
01.09.2020;C048529686;customer2;North America;2598.0
01.10.2020;C048529686;customer3;North America;460.0
01.10.2020;C048529686;customer1;Europe;256.0
01.10.2020;C048529686;customer2;North America;1876.0
01.11.2020;C048529686;customer2;North America;2616.0
01.12.2020;C048529686;customer4;Europe;2304.0
01.01.2021;C048529686;customer2;North America;1948.0
01.01.2021;C048529686;customer4;Europe;692.0
01.02.2021;C048529686;customer2;North America;1548.0
01.02.2021;C048529686;customer3;North America;400.0
01.02.2021;C048529686;customer4;Europe;544.0
01.02.2021;C048529686;customer1;Europe;178.0
01.03.2021;C048529686;customer3;North America;505.0
01.03.2021;C048529686;customer2;North America;1997.0
01.04.2021;C048529686;customer2;North America;2589.0
01.04.2021;C048529686;customer3;North America;657.0
01.05.2021;C048529686;customer2;North America;1870.0
01.05.2021;C048529686;customer4;Europe;740.0
01.06.2021;C048529686;customer2;North America;3096.0
01.07.2021;C048529686;customer4;Europe;3030.0
01.08.2021;C048529686;customer2;North America;2634.0
01.09.2021;C048529686;customer2;North America;1846.0
01.09.2021;C048529686;customer4;Europe;692.0
01.10.2021;C048529686;customer4;Europe;755.0
01.10.2021;C048529686;customer2;North America;2095.0
01.11.2021;C048529686;customer4;Europe;2460.0
01.12.2021;C048529686;customer2;North America;1986.0
01.01.2022;C048529686;customer4;Europe;677.0
01.01.2022;C048529686;customer2;North America;1825.0
01.02.2022;C048529686;customer4;Europe;688.0
01.02.2022;C048529686;customer3;North America;468.0
01.02.2022;C048529686;customer2;North America;1766.0
01.03.2022;C048529686;customer2;North America;2886.0
01.04.2022;C048529686;customer2;North America;2928.0
01.05.2022;C048529686;customer2;North America;2694.0
01.06.2022;C048529686;customer2;North America;2472.0
01.06.2022;C048529686;customer1;Europe;324.0
01.07.2022;C048529686;customer2;North America;1893.0
01.07.2022;C048529686;customer4;Europe;708.0
01.07.2022;C048529686;customer1;Europe;237.0
01.08.2022;C048529686;customer3;North America;1097.0
01.08.2022;C048529686;customer4;Europe;1645.0
01.09.2022;C048529686;customer2;North America;2742.0
01.10.2022;C048529686;customer2;North America;1649.0
01.10.2022;C048529686;customer4;Europe;628.0
01.10.2022;C048529686;customer3;North America;453.0
01.11.2022;C048529686;customer2;North America;2802.0
01.12.2022;C048529686;customer2;North America;1933.0
01.12.2022;C048529686;customer1;Europe;239.0
01.01.2023;C048529686;customer2;North America;2682.0
01.02.2023;C048529686;customer4;Europe;812.0
01.02.2023;C048529686;customer2;North America;1996.0
01.03.2023;C048529686;customer2;North America;1743.0
01.03.2023;C048529686;customer4;Europe;647.0
01.03.2023;C048529686;customer3;North America;436.0
01.04.2023;C048529686;customer2;North America;2910.0
01.05.2023;C048529686;customer3;North America;2478.0
01.06.2023;C048529686;customer2;North America;1830.0
01.06.2023;C048529686;customer3;North America;498.0
01.07.2023;C048529686;customer2;North America;2922.0
01.08.2023;C048529686;customer2;North America;2017.0
01.08.2023;C048529686;customer4;Europe;773.0
01.09.2023;C048529686;customer4;Europe;2146.0
01.09.2023;C048529686;customer1;Europe;680.0
01.10.2023;C048529686;customer2;North America;2730.0
01.11.2023;C048529686;customer2;North America;1931.0
01.11.2023;C048529686;customer4;Europe;733.0
01.12.2023;C048529686;customer2;North America;2085.0
01.12.2023;C048529686;customer3;North America;501.0
01.01.2024;C048529686;customer2;North America;2586.0
01.02.2024;C048529686;customer2;North America;2604.0
01.02.2024;C048529686;customer1;Europe;324.0
01.03.2024;C048529686;customer1;Europe;2856.0
01.04.2024;C048529686;customer3;North America;3114.0
01.05.2024;C048529686;customer2;North America;2188.0
01.05.2024;C048529686;customer3;North America;554.0
01.06.2024;C048529686;customer4;Europe;541.0
01.06.2024;C048529686;customer2;North America;1542.0
01.06.2024;C048529686;customer3;North America;371.0
01.10.2007;C048097345;customer2;North America;8652.0
01.11.2007;C048097345;customer2;North America;7284.0
01.12.2007;C048097345;customer2;North America;4348.0
01.12.2007;C048097345;customer4;Europe;1622.0
01.01.2008;C048097345;customer3;North America;1563.0
01.01.2008;C048097345;customer2;North America;6087.0
01.02.2008;C048097345;customer2;North America;8682.0
01.03.2008;C048097345;customer2;North America;8724.0
01.04.2008;C048097345;customer2;North America;9354.0
01.05.2008;C048097345;customer2;North America;8880.0
01.06.2008;C048097345;customer3;North America;8040.0
01.07.2008;C048097345;customer2;North America;7053.0
01.07.2008;C048097345;customer4;Europe;2661.0
01.08.2008;C048097345;customer2;North America;8322.0
01.09.2008;C048097345;customer2;North America;8310.0
01.10.2008;C048097345;customer4;Europe;8598.0
01.11.2008;C048097345;customer1;Europe;2669.0
01.11.2008;C048097345;customer3;North America;5359.0
01.12.2008;C048097345;customer2;North America;5361.0
01.12.2008;C048097345;customer3;North America;1317.0
01.01.2009;C048097345;customer2;North America;6033.0
01.01.2009;C048097345;customer3;North America;1497.0
01.02.2009;C048097345;customer2;North America;8694.0
01.03.2009;C048097345;customer2;North America;6013.0
01.03.2009;C048097345;customer4;Europe;2219.0
01.04.2009;C048097345;customer2;North America;6299.0
01.04.2009;C048097345;customer3;North America;1527.0
01.04.2009;C048097345;customer4;Europe;2350.0
01.05.2009;C048097345;customer2;North America;6350.0
01.05.2009;C048097345;customer4;Europe;2446.0
01.06.2009;C048097345;customer2;North America;7878.0
01.07.2009;C048097345;customer2;North America;8344.0
01.07.2009;C048097345;customer1;Europe;986.0
01.08.2009;C048097345;customer2;North America;6894.0
01.09.2009;C048097345;customer2;North America;5978.0
01.09.2009;C048097345;customer4;Europe;2212.0
01.10.2009;C048097345;customer2;North America;5946.0
01.10.2009;C048097345;customer4;Europe;2304.0
01.11.2009;C048097345;customer2;North America;7284.0
01.12.2009;C048097345;customer4;Europe;4674.0
01.01.2010;C048097345;customer2;North America;4930.0
01.01.2010;C048097345;customer3;North America;1226.0
01.02.2010;C048097345;customer2;North America;6018.0
01.03.2010;C048097345;customer2;North America;2912.0
01.03.2010;C048097345;customer3;North America;739.0
01.03.2010;C048097345;customer4;Europe;1024.0
01.03.2010;C048097345;customer1;Europe;359.0
01.04.2010;C048097345;customer4;Europe;1683.0
01.04.2010;C048097345;customer2;North America;4677.0
01.05.2010;C048097345;customer2;North America;4080.0
01.06.2010;C048097345;customer2;North America;4320.0
01.07.2010;C048097345;customer2;North America;6480.0
01.08.2010;C048097345;customer2;North America;5304.0
01.09.2010;C048097345;customer2;North America;5130.0
01.10.2010;C048097345;customer3;North America;1172.0
01.10.2010;C048097345;customer2;North America;4936.0
01.11.2010;C048097345;customer2;North America;4348.0
01.11.2010;C048097345;customer4;Europe;1622.0
01.12.2010;C048097345;customer2;North America;4992.0
01.01.2011;C048097345;customer2;North America;5251.0
01.01.2011;C048097345;customer4;Europe;2033.0
01.02.2011;C048097345;customer4;Europe;7356.0
01.03.2011;C048097345;customer2;North America;7626.0
01.04.2011;C048097345;customer2;North America;7489.0
01.04.2011;C048097345;customer1;Europe;863.0
01.05.2011;C048097345;customer2;North America;7914.0
01.06.2011;C048097345;customer2;North America;8448.0
01.07.2011;C048097345;customer2;North America;6347.0
01.07.2011;C048097345;customer4;Europe;2251.0
01.08.2011;C048097345;customer2;North America;6148.0
01.08.2011;C048097345;customer4;Europe;2264.0
01.09.2011;C048097345;customer2;North America;6851.0
01.09.2011;C048097345;customer3;North America;1777.0
01.10.2011;C048097345;customer1;Europe;8028.0
01.11.2011;C048097345;customer2;North America;8562.0
01.12.2011;C048097345;customer2;North America;6301.0
01.12.2011;C048097345;customer1;Europe;779.0
01.01.2012;C048097345;customer2;North America;8706.0
01.02.2012;C048097345;customer2;North America;9612.0
01.03.2012;C048097345;customer4;Europe;9714.0
01.04.2012;C048097345;customer2;North America;7287.0
01.04.2012;C048097345;customer4;Europe;2757.0
01.05.2012;C048097345;customer2;North America;6852.0
01.05.2012;C048097345;customer1;Europe;889.0
01.05.2012;C048097345;customer3;North America;1697.0
01.06.2012;C048097345;customer2;North America;7879.0
01.06.2012;C048097345;customer3;North America;1889.0
01.07.2012;C048097345;customer2;North America;10368.0
01.08.2012;C048097345;customer2;North America;8802.0
01.09.2012;C048097345;customer2;North America;9510.0
01.10.2012;C048097345;customer2;North America;6715.0
01.10.2012;C048097345;customer3;North America;1649.0
01.11.2012;C048097345;customer2;North America;8934.0
01.12.2012;C048097345;customer2;North America;6072.0
01.12.2012;C048097345;customer1;Europe;714.0
01.01.2013;C048097345;customer2;North America;5985.0
01.01.2013;C048097345;customer4;Europe;2169.0
01.02.2013;C048097345;customer2;North America;8748.0
01.03.2013;C048097345;customer2;North America;5072.0
01.03.2013;C048097345;customer4;Europe;1985.0
01.03.2013;C048097345;customer3;North America;1313.0
01.04.2013;C048097345;customer2;North America;10392.0
01.05.2013;C048097345;customer2;North America;7233.0
01.05.2013;C048097345;customer3;North America;1785.0
01.06.2013;C048097345;customer2;North America;6644.0
01.06.2013;C048097345;customer3;North America;1678.0
01.07.2013;C048097345;customer2;North America;8856.0
01.08.2013;C048097345;customer4;Europe;1979.0
01.08.2013;C048097345;customer2;North America;5188.0
01.08.2013;C048097345;customer3;North America;1293.0
01.09.2013;C048097345;customer2;North America;7243.0
01.09.2013;C048097345;customer1;Europe;947.0
01.10.2013;C048097345;customer2;North America;9138.0
01.11.2013;C048097345;customer2;North America;8328.0
01.12.2013;C048097345;customer2;North America;6390.0
01.01.2014;C048097345;customer2;North America;8418.0
01.02.2014;C048097345;customer2;North America;8922.0
01.03.2014;C048097345;customer2;North America;8850.0
01.04.2014;C048097345;customer2;North America;5643.0
01.04.2014;C048097345;customer3;North America;1367.0
01.04.2014;C048097345;customer4;Europe;2086.0
01.05.2014;C048097345;customer2;North America;9036.0
01.06.2014;C048097345;customer4;Europe;2277.0
01.06.2014;C048097345;customer2;North America;6063.0
01.07.2014;C048097345;customer4;Europe;9576.0
01.08.2014;C048097345;customer3;North America;1733.0
01.08.2014;C048097345;customer2;North America;6841.0
01.09.2014;C048097345;customer2;North America;6221.0
01.09.2014;C048097345;customer4;Europe;2383.0
01.10.2014;C048097345;customer2;North America;9402.0
01.11.2014;C048097345;customer2;North America;6988.0
01.11.2014;C048097345;customer3;North America;1778.0
01.12.2014;C048097345;customer2;North America;4937.0
01.12.2014;C048097345;customer4;Europe;1789.0
01.01.2015;C048097345;customer2;North America;9042.0
01.02.2015;C048097345;customer2;North America;7071.0
01.02.2015;C048097345;customer4;Europe;2763.0
01.03.2015;C048097345;customer2;North America;10098.0
01.04.2015;C048097345;customer2;North America;10020.0
01.05.2015;C048097345;customer2;North America;8304.0
01.06.2015;C048097345;customer2;North America;6812.0
01.06.2015;C048097345;customer4;Europe;2608.0
01.07.2015;C048097345;customer2;North America;7029.0
01.07.2015;C048097345;customer4;Europe;2859.0
01.08.2015;C048097345;customer2;North America;6663.0
01.08.2015;C048097345;customer4;Europe;2313.0
01.09.2015;C048097345;customer1;Europe;1065.0
01.09.2015;C048097345;customer2;North America;7983.0
01.10.2015;C048097345;customer2;North America;9204.0
01.11.2015;C048097345;customer2;North America;8856.0
01.12.2015;C048097345;customer3;North America;1193.0
01.12.2015;C048097345;customer2;North America;4889.0
01.12.2015;C048097345;customer1;Europe;650.0
01.01.2016;C048097345;customer2;North America;6960.0
01.01.2016;C048097345;customer3;North America;1692.0
01.02.2016;C048097345;customer4;Europe;9690.0
01.03.2016;C048097345;customer2;North America;9618.0
01.04.2016;C048097345;customer4;Europe;2722.0
01.04.2016;C048097345;customer2;North America;7364.0
01.05.2016;C048097345;customer2;North America;7672.0
01.05.2016;C048097345;customer3;North America;1892.0
01.06.2016;C048097345;customer2;North America;9552.0
01.07.2016;C048097345;customer2;North America;5883.0
01.07.2016;C048097345;customer3;North America;1419.0
01.07.2016;C048097345;customer4;Europe;2184.0
01.08.2016;C048097345;customer3;North America;9096.0
01.09.2016;C048097345;customer2;North America;7279.0
01.09.2016;C048097345;customer3;North America;1859.0
01.10.2016;C048097345;customer2;North America;9486.0
01.11.2016;C048097345;customer2;North America;9402.0
01.12.2016;C048097345;customer2;North America;6150.0
01.01.2017;C048097345;customer2;North America;7381.0
01.01.2017;C048097345;customer1;Europe;905.0
01.02.2017;C048097345;customer1;Europe;1103.0
01.02.2017;C048097345;customer2;North America;8749.0
01.03.2017;C048097345;customer1;Europe;9252.0
01.04.2017;C048097345;customer2;North America;7513.0
01.04.2017;C048097345;customer4;Europe;2855.0
01.05.2017;C048097345;customer4;Europe;5611.0
01.05.2017;C048097345;customer3;North America;3767.0
01.06.2017;C048097345;customer2;North America;10092.0
01.07.2017;C048097345;customer2;North America;10506.0
01.08.2017;C048097345;customer2;North America;10260.0
01.09.2017;C048097345;customer2;North America;9744.0
01.10.2017;C048097345;customer3;North America;1956.0
01.10.2017;C048097345;customer2;North America;8052.0
01.11.2017;C048097345;customer4;Europe;9942.0
01.12.2017;C048097345;customer2;North America;8088.0
01.01.2018;C048097345;customer2;North America;9642.0
01.02.2018;C048097345;customer2;North America;10194.0
01.03.2018;C048097345;customer2;North America;9900.0
01.04.2018;C048097345;customer2;North America;10908.0
01.05.2018;C048097345;customer2;North America;10140.0
01.06.2018;C048097345;customer2;North America;10542.0
01.07.2018;C048097345;customer2;North America;11364.0
01.08.2018;C048097345;customer2;North America;9404.0
01.08.2018;C048097345;customer1;Europe;1144.0
01.09.2018;C048097345;customer4;Europe;11118.0
01.10.2018;C048097345;customer2;North America;12132.0
01.11.2018;C048097345;customer2;North America;11520.0
01.12.2018;C048097345;customer2;North America;9564.0
01.01.2019;C048097345;customer2;North America;10296.0
01.02.2019;C048097345;customer2;North America;8509.0
01.02.2019;C048097345;customer4;Europe;3155.0
01.03.2019;C048097345;customer2;North America;8265.0
01.03.2019;C048097345;customer4;Europe;3165.0
01.04.2019;C048097345;customer2;North America;12306.0
01.05.2019;C048097345;customer2;North America;8081.0
01.05.2019;C048097345;customer4;Europe;3067.0
01.06.2019;C048097345;customer2;North America;11232.0
01.07.2019;C048097345;customer2;North America;8264.0
01.07.2019;C048097345;customer4;Europe;3118.0
01.08.2019;C048097345;customer2;North America;10680.0
01.09.2019;C048097345;customer2;North America;11448.0
01.10.2019;C048097345;customer2;North America;7129.0
01.10.2019;C048097345;customer4;Europe;2669.0
01.10.2019;C048097345;customer3;North America;1824.0
01.11.2019;C048097345;customer4;Europe;2910.0
01.11.2019;C048097345;customer2;North America;7812.0
01.12.2019;C048097345;customer3;North America;1496.0
01.12.2019;C048097345;customer2;North America;6021.0
01.12.2019;C048097345;customer4;Europe;2251.0
01.01.2020;C048097345;customer2;North America;10134.0
01.02.2020;C048097345;customer3;North America;10842.0
01.03.2020;C048097345;customer2;North America;9168.0
01.03.2020;C048097345;customer3;North America;2370.0
01.04.2020;C048097345;customer2;North America;12006.0
01.05.2020;C048097345;customer2;North America;10566.0
01.06.2020;C048097345;customer2;North America;10536.0
01.07.2020;C048097345;customer4;Europe;10416.0
01.08.2020;C048097345;customer2;North America;7969.0
01.08.2020;C048097345;customer3;North America;1979.0
01.09.2020;C048097345;customer2;North America;7302.0
01.09.2020;C048097345;customer4;Europe;2766.0
01.10.2020;C048097345;customer3;North America;1596.0
01.10.2020;C048097345;customer2;North America;6273.0
01.10.2020;C048097345;customer4;Europe;2409.0
01.11.2020;C048097345;customer2;North America;10032.0
01.12.2020;C048097345;customer1;Europe;7818.0
01.01.2021;C048097345;customer2;North America;6063.0
01.01.2021;C048097345;customer4;Europe;2369.0
01.01.2021;C048097345;customer1;Europe;766.0
01.02.2021;C048097345;customer4;Europe;2510.0
01.02.2021;C048097345;customer2;North America;6700.0
01.03.2021;C048097345;customer2;North America;9972.0
01.04.2021;C048097345;customer2;North America;11250.0
01.05.2021;C048097345;customer2;North America;7182.0
01.05.2021;C048097345;customer4;Europe;2592.0
01.06.2021;C048097345;customer2;North America;7676.0
01.06.2021;C048097345;customer3;North America;1924.0
01.07.2021;C048097345;customer3;North America;1887.0
01.07.2021;C048097345;customer2;North America;7683.0
01.08.2021;C048097345;customer4;Europe;8556.0
01.09.2021;C048097345;customer4;Europe;1890.0
01.09.2021;C048097345;customer2;North America;5256.0
01.09.2021;C048097345;customer3;North America;1272.0
01.10.2021;C048097345;customer4;Europe;2284.0
01.10.2021;C048097345;customer2;North America;6248.0
01.11.2021;C048097345;customer2;North America;6226.0
01.11.2021;C048097345;customer4;Europe;2318.0
01.12.2021;C048097345;customer2;North America;5841.0
01.12.2021;C048097345;customer4;Europe;2205.0
01.01.2022;C048097345;customer2;North America;10182.0
01.02.2022;C048097345;customer2;North America;8922.0
01.02.2022;C048097345;customer1;Europe;1056.0
01.03.2022;C048097345;customer2;North America;11292.0
01.04.2022;C048097345;customer2;North America;9350.0
01.04.2022;C048097345;customer4;Europe;3502.0
01.05.2022;C048097345;customer2;North America;10470.0
01.06.2022;C048097345;customer2;North America;10284.0
01.06.2022;C048097345;customer1;Europe;1254.0
01.07.2022;C048097345;customer4;Europe;2779.0
01.07.2022;C048097345;customer2;North America;7422.0
01.07.2022;C048097345;customer3;North America;1775.0
01.08.2022;C048097345;customer2;North America;11460.0
01.09.2022;C048097345;customer2;North America;12042.0
01.10.2022;C048097345;customer2;North America;11742.0
01.11.2022;C048097345;customer4;Europe;11358.0
01.12.2022;C048097345;customer2;North America;9984.0
01.01.2023;C048097345;customer2;North America;10994.0
01.01.2023;C048097345;customer1;Europe;1390.0
01.02.2023;C048097345;customer2;North America;8819.0
01.02.2023;C048097345;customer4;Europe;3439.0
01.03.2023;C048097345;customer2;North America;12798.0
01.04.2023;C048097345;customer2;North America;11442.0
01.04.2023;C048097345;customer3;North America;2904.0
01.05.2023;C048097345;customer4;Europe;3071.0
01.05.2023;C048097345;customer2;North America;8133.0
01.05.2023;C048097345;customer1;Europe;1042.0
01.06.2023;C048097345;customer3;North America;2265.0
01.06.2023;C048097345;customer2;North America;9063.0
01.07.2023;C048097345;customer2;North America;13272.0
01.08.2023;C048097345;customer2;North America;11742.0
01.09.2023;C048097345;customer2;North America;9015.0
01.09.2023;C048097345;customer4;Europe;3405.0
01.10.2023;C048097345;customer2;North America;8077.0
01.10.2023;C048097345;customer1;Europe;1039.0
01.10.2023;C048097345;customer4;Europe;3034.0
01.11.2023;C048097345;customer2;North America;11646.0
01.12.2023;C048097345;customer2;North America;9264.0
01.01.2024;C048097345;customer2;North America;9049.0
01.01.2024;C048097345;customer3;North America;2255.0
01.02.2024;C048097345;customer2;North America;11562.0
01.03.2024;C048097345;customer2;North America;11364.0
01.04.2024;C048097345;customer2;North America;12372.0
01.05.2024;C048097345;customer3;North America;1634.0
01.05.2024;C048097345;customer2;North America;6638.0
01.05.2024;C048097345;customer4;Europe;2558.0
01.06.2024;C048097345;customer2;North America;10218.0
01.12.2007;C017968454;customer4;Europe;184.0
01.12.2007;C017968454;customer2;North America;548.0
01.02.2008;C017968454;customer2;North America;18.0
01.03.2008;C017968454;customer4;Europe;99.0
01.03.2008;C017968454;customer2;North America;287.0
01.03.2008;C017968454;customer1;Europe;28.0
01.05.2008;C017968454;customer2;North America;303.0
01.05.2008;C017968454;customer3;North America;75.0
01.06.2008;C017968454;customer2;North America;18.0
01.07.2008;C017968454;customer4;Europe;72.0
01.08.2008;C017968454;customer2;North America;437.0
01.08.2008;C017968454;customer4;Europe;151.0
01.02.2009;C017968454;customer2;North America;1344.0
01.06.2009;C017968454;customer4;Europe;108.0
01.07.2009;C017968454;customer2;North America;221.0
01.07.2009;C017968454;customer4;Europe;91.0
01.08.2009;C017968454;customer2;North America;45.0
01.08.2009;C017968454;customer3;North America;9.0
01.11.2009;C017968454;customer4;Europe;36.0
01.02.2010;C017968454;customer2;North America;264.0
01.03.2010;C017968454;customer2;North America;66.0
01.05.2010;C017968454;customer2;North America;84.0
01.06.2010;C017968454;customer4;Europe;11.0
01.06.2010;C017968454;customer2;North America;13.0
01.11.2010;C017968454;customer2;North America;312.0
01.02.2011;C017968454;customer2;North America;642.0
01.05.2011;C017968454;customer2;North America;59.0
01.05.2011;C017968454;customer4;Europe;31.0
01.06.2011;C017968454;customer2;North America;30.0
01.11.2011;C017968454;customer2;North America;255.0
01.11.2011;C017968454;customer1;Europe;24.0
01.11.2011;C017968454;customer4;Europe;81.0
01.02.2012;C017968454;customer2;North America;168.0
01.02.2012;C017968454;customer3;North America;42.0
01.03.2012;C017968454;customer2;North America;33.0
01.03.2012;C017968454;customer3;North America;3.0
01.05.2012;C017968454;customer2;North America;54.0
01.08.2012;C017968454;customer2;North America;648.0
01.10.2012;C017968454;customer2;North America;108.0
01.12.2012;C017968454;customer2;North America;1180.0
01.12.2012;C017968454;customer4;Europe;452.0
01.02.2013;C017968454;customer2;North America;972.0
01.05.2013;C017968454;customer2;North America;96.0
01.07.2013;C017968454;customer2;North America;534.0
01.08.2013;C017968454;customer2;North America;138.0
01.10.2013;C017968454;customer4;Europe;1.0
01.10.2013;C017968454;customer2;North America;5.0
01.11.2013;C017968454;customer2;North America;292.0
01.11.2013;C017968454;customer4;Europe;98.0
01.02.2014;C017968454;customer2;North America;132.0
01.03.2014;C017968454;customer2;North America;155.0
01.03.2014;C017968454;customer3;North America;31.0
01.04.2014;C017968454;customer2;North America;8.0
01.04.2014;C017968454;customer4;Europe;3.0
01.04.2014;C017968454;customer3;North America;1.0
01.05.2014;C017968454;customer1;Europe;108.0
01.07.2014;C017968454;customer2;North America;36.0
01.08.2014;C017968454;customer2;North America;216.0
01.11.2014;C017968454;customer2;North America;18.0
01.01.2015;C017968454;customer2;North America;570.0
01.02.2015;C017968454;customer2;North America;24.0
01.02.2015;C017968454;customer4;Europe;6.0
01.03.2015;C017968454;customer2;North America;54.0
01.03.2015;C017968454;customer3;North America;10.0
01.03.2015;C017968454;customer4;Europe;20.0
01.04.2015;C017968454;customer4;Europe;119.0
01.04.2015;C017968454;customer3;North America;88.0
01.04.2015;C017968454;customer1;Europe;45.0
01.05.2015;C017968454;customer1;Europe;294.0
01.06.2015;C017968454;customer2;North America;56.0
01.06.2015;C017968454;customer4;Europe;16.0
01.07.2015;C017968454;customer2;North America;97.0
01.07.2015;C017968454;customer4;Europe;29.0
01.08.2015;C017968454;customer2;North America;174.0
01.09.2015;C017968454;customer2;North America;16.0
01.09.2015;C017968454;customer4;Europe;12.0
01.09.2015;C017968454;customer3;North America;2.0
01.10.2015;C017968454;customer4;Europe;12.0
01.11.2015;C017968454;customer3;North America;252.0
01.02.2016;C017968454;customer4;Europe;84.0
01.03.2016;C017968454;customer2;North America;351.0
01.03.2016;C017968454;customer3;North America;93.0
01.05.2016;C017968454;customer2;North America;526.0
01.05.2016;C017968454;customer3;North America;116.0
01.06.2016;C017968454;customer2;North America;53.0
01.06.2016;C017968454;customer4;Europe;19.0
01.02.2017;C017968454;customer2;North America;240.0
01.06.2017;C017968454;customer2;North America;199.0
01.06.2017;C017968454;customer4;Europe;83.0
01.09.2017;C017968454;customer2;North America;27.0
01.09.2017;C017968454;customer4;Europe;9.0
01.11.2017;C017968454;customer2;North America;66.0
01.01.2018;C017968454;customer2;North America;44.0
01.01.2018;C017968454;customer1;Europe;5.0
01.01.2018;C017968454;customer3;North America;17.0
01.03.2018;C017968454;customer2;North America;349.0
01.03.2018;C017968454;customer3;North America;98.0
01.03.2018;C017968454;customer4;Europe;105.0
01.05.2018;C017968454;customer2;North America;120.0
01.10.2018;C017968454;customer4;Europe;444.0
01.11.2018;C017968454;customer2;North America;254.0
01.11.2018;C017968454;customer1;Europe;31.0
01.11.2018;C017968454;customer3;North America;63.0
01.01.2019;C017968454;customer2;North America;82.0
01.01.2019;C017968454;customer4;Europe;32.0
01.02.2019;C017968454;customer2;North America;409.0
01.02.2019;C017968454;customer1;Europe;53.0
01.03.2019;C017968454;customer2;North America;240.0
01.05.2019;C017968454;customer2;North America;213.0
01.05.2019;C017968454;customer4;Europe;81.0
01.08.2019;C017968454;customer2;North America;78.0
01.09.2019;C017968454;customer3;North America;12.0
01.10.2019;C017968454;customer2;North America;153.0
01.10.2019;C017968454;customer4;Europe;53.0
01.10.2019;C017968454;customer1;Europe;16.0
01.11.2019;C017968454;customer2;North America;240.0
01.01.2020;C017968454;customer2;North America;108.0
01.02.2020;C017968454;customer2;North America;87.0
01.02.2020;C017968454;customer4;Europe;31.0
01.02.2020;C017968454;customer3;North America;20.0
01.03.2020;C017968454;customer1;Europe;24.0
01.05.2020;C017968454;customer2;North America;205.0
01.05.2020;C017968454;customer3;North America;41.0
01.07.2020;C017968454;customer4;Europe;48.0
01.08.2020;C017968454;customer4;Europe;70.0
01.08.2020;C017968454;customer2;North America;169.0
01.08.2020;C017968454;customer1;Europe;31.0
01.09.2020;C017968454;customer1;Europe;192.0
01.1.2020;C017968454;customer2;North America;1980.0
01.12.2020;C017968454;customer2;North America;246.0
01.02.2021;C017968454;customer4;Europe;23.0
01.02.2021;C017968454;customer3;North America;19.0
01.08.2021;C017968454;customer2;North America;783.0
01.08.2021;C017968454;customer3;North America;195.0
01.09.2021;C017968454;customer2;North America;78.0
01.10.2021;C017968454;customer2;North America;149.0
01.10.2021;C017968454;customer4;Europe;56.0
01.10.2021;C017968454;customer3;North America;23.0
01.12.2021;C017968454;customer4;Europe;104.0
01.12.2021;C017968454;customer2;North America;268.0
01.02.2022;C017968454;customer2;North America;870.0
01.03.2022;C017968454;customer4;Europe;216.0
01.03.2022;C017968454;customer3;North America;144.0
01.05.2022;C017968454;customer2;North America;130.0
01.05.2022;C017968454;customer1;Europe;20.0
01.06.2022;C017968454;customer2;North America;354.0
01.09.2022;C017968454;customer2;North America;153.0
01.09.2022;C017968454;customer3;North America;33.0
01.10.2022;C017968454;customer2;North America;510.0
01.12.2022;C017968454;customer2;North America;26.0
01.12.2022;C017968454;customer3;North America;4.0
01.02.2023;C017968454;customer2;North America;48.0
01.04.2023;C017968454;customer2;North America;24.0
01.04.2023;C017968454;customer4;Europe;6.0
01.05.2023;C017968454;customer4;Europe;3.0
01.05.2023;C017968454;customer2;North America;9.0
01.10.2023;C017968454;customer2;North America;11.0
01.06.2024;C017968454;customer2;North America;12.0
01.03.2012;C013391652;customer4;Europe;6.0
01.06.2012;C013391652;customer2;North America;12.0
